2.114621437194748044e+00 3.490998743569914551e+12 9.559267361483451131e-01 2.859393187755463916e+00
2.320794416806389648e+00 4.614894888368288086e+12 9.880988058065324209e-01 2.592867394721741103e+00
2.547069007408188757e+00 6.100619448779574219e+12 1.024479462648601347e+00 2.344158808345389033e+00
2.795405091256112584e+00 8.064659880473877930e+12 1.065701551550911619e+00 2.114307230851450559e+00
3.067953636706586273e+00 1.066100574438153320e+13 1.112512006964742062e+00 1.901721624501904184e+00
3.367075328875408946e+00 1.409322217753063867e+13 1.165783949438193634e+00 1.704995515390283822e+00
3.695361016762889417e+00 1.863041031095179297e+13 1.226545475288805642e+00 1.524113485754017727e+00
4.055654153948434093e+00 2.462830600285293750e+13 1.296018820485425049e+00 1.358081678103540524e+00
4.451075427225189785e+00 3.255717112218417188e+13 1.375648983380964419e+00 1.206052285070010610e+00
4.885049786496126423e+00 4.303866418406527344e+13 1.467154121061891692e+00 1.067331882687246658e+00
5.361336110051613701e+00 5.689458115992691406e+13 1.572594330947394869e+00 9.410571803350217257e-01
5.884059762174987718e+00 7.521128796004740625e+13 1.694424387633389095e+00 8.265565157139215247e-01
6.457748325074417650e+00 9.942489638351445312e+13 1.835591306076459261e+00 7.230040059950312292e-01
7.087370814634021521e+00 1.314338617113388750e+14 1.999586944660462162e+00 6.298870583107381016e-01
7.778380719652358444e+00 1.737478300980128438e+14 2.190849058859958287e+00 5.463603498852501739e-01
8.536763237353449441e+00 2.296844060632473438e+14 2.415029251520777187e+00 4.716818282547426411e-01
9.369087114301914099e+00 3.036292675359868125e+14 2.676670457529191527e+00 4.052817096731360369e-01
1.028256154174325410e+01 4.013800226344220000e+14 2.986649255086122334e+00 3.463255087379664698e-01
1.128509859816959349e+01 5.306007680926680625e+14 3.350982341843542489e+00 2.945651178272701287e-01
1.238538177995855349e+01 7.014229887493798750e+14 3.785221912946372225e+00 2.489698669350943472e-01
1.359294121366469810e+01 9.272399113078288750e+14 4.299346894208730063e+00 2.091648949449190220e-01
1.491823620141668627e+01 1.225756593257809250e+15 4.916174036112408885e+00 1.746941293974514364e-01
1.637274581438864018e+01 1.620378078631038000e+15 5.654574587215441817e+00 1.448881562735822026e-01
1.796906831902311197e+01 2.142044458214684250e+15 6.544542160768409111e+00 1.193374678192193478e-01
1.972103029718826050e+01 2.831656711157616500e+15 7.621586551777698837e+00 9.756323203782372999e-02
2.164380640541528678e+01 3.743283524809246000e+15 8.928443850643667190e+00 7.908494613564008568e-02
2.375405081051398781e+01 4.948400521820306000e+15 1.052281914447376998e+01 6.356594787030878102e-02
2.607004143999839840e+01 6.541494268885008000e+15 1.247757317498090224e+01 5.059815717821788961e-02
2.861183829675107404e+01 8.647470446493809000e+15 1.488416231115834698e+01 3.989109442668500871e-02
3.140145720917126582e+01 1.143144701336409000e+16 1.786193082316030001e+01 3.104428613586577776e-02
3.446306052174844581e+01 1.511170019347502400e+16 2.156324794176928705e+01 2.385477806980263946e-02
3.782316637773141821e+01 1.997677830903672000e+16 2.619144069513188811e+01 1.807882050177879452e-02
4.151087840659872086e+01 2.640812526049930800e+16 3.200871642138379514e+01 1.345531487401624773e-02
4.555813780577440042e+01 3.490998743569907200e+16 3.936515541724592993e+01 9.810637784397543970e-03
4.999999999999998579e+01 4.614894888368282400e+16 4.870419369174378943e+01 6.959775746081140087e-03
