5.000000000000003574e-03 4.614894888368295506e+04 6.862454675271598692e-01 6.225982864590643828e+01
5.487493827465282463e-03 6.100619448779585218e+04 6.862424642466948832e-01 6.216944894061781923e+01
6.022517701293915969e-03 8.064659880473889643e+04 6.862389219470985680e-01 6.206091176717043112e+01
6.609705742330148313e-03 1.066100574438155018e+05 6.862347634930255902e-01 6.193064917604749553e+01
7.254143892479699741e-03 1.409322217753066798e+05 6.862299103091071828e-01 6.177442801195127942e+01
7.961413966705467929e-03 1.863041031095183280e+05 6.862242881144990925e-01 6.158724214909106109e+01
8.737642000038422715e-03 2.462830600285299297e+05 6.862178362292938871e-01 6.136319485619766567e+01
9.589551308362451870e-03 3.255717112218433176e+05 6.862105220336642830e-01 6.109537433597042622e+01
1.052452072256010798e-02 4.303866418406534358e+05 6.862023627004781856e-01 6.077572808355774470e+01
1.155064850041580098e-02 5.689458115992703242e+05 6.861934569580412369e-01 6.039494551462681216e+01
1.267682246985056896e-02 7.521128796004777541e+05 6.861840303058255319e-01 5.994236372613265473e+01
1.391279701103562833e-02 9.942489638351463946e+05 6.861744976524355444e-01 5.940591872449470401e+01
1.526927754416709110e-02 1.314338617113394896e+06 6.861655474575218960e-01 5.877217442709615369e+01
1.675801325469421926e-02 1.737478300980131375e+06 6.861582505728767156e-01 5.802647450024599607e+01
1.839189885914317354e-02 2.296844060632478911e+06 6.861541941639319742e-01 5.715327749554844416e+01
2.018508629298278179e-02 3.036292675359877292e+06 6.861556350035080687e-01 5.613675271963860069e+01
2.215310728791941228e-02 4.013800226344229188e+06 6.861656554556012644e-01 5.496173001826362281e+01
2.431300790032678294e-02 5.306007680926700123e+06 6.861882884657886095e-01 5.361510540705550909e+01
2.668349615603156366e-02 7.014229887493811548e+06 6.862285560440284371e-01 5.208779581841692874e+01
2.928510409028333913e-02 9.272399113078305498e+06 6.862923461855987561e-01 5.037729315537185215e+01
3.214036558642161673e-02 1.225756593257812969e+07 6.863860537291722741e-01 4.849076537938065457e+01
3.527401155359323470e-02 1.620378078631041385e+07 6.865159615219014189e-01 4.644845868401505129e+01
3.871318413405636094e-02 2.142044458214694262e+07 6.866874698037237490e-01 4.428683880937948203e+01
4.248767179543222472e-02 2.831656711157626286e+07 6.869079391015726621e-01 4.206046158941358470e+01
4.663016734416101233e-02 3.743283524809252471e+07 6.871736913181535344e-01 3.984103757730281359e+01
5.117655109495133220e-02 4.948400521820309758e+07 6.874893916980440167e-01 3.771174326374828212e+01
5.616620164890140376e-02 6.541494268885039538e+07 6.878581428503922623e-01 3.575494573108480267e+01
6.164233697210332041e-02 8.647470446493826807e+07 6.882855380773746923e-01 3.400725130967155252e+01
6.765238872899037581e-02 1.143144701336410195e+08 6.887792366432951008e-01 3.253812624919748231e+01
7.424841311272327438e-02 1.511170019347509444e+08 6.893467454645434422e-01 3.127690830256414500e+01
8.148754173103221754e-02 1.997677830903676748e+08 6.899935771766865233e-01 3.011398133252963305e+01
8.943247645287175085e-02 2.640812526049932241e+08 6.907255322318502921e-01 2.890852290176384543e+01
9.815203250201356977e-02 3.490998743569924235e+08 6.915502208846143750e-01 2.755921101920565874e+01
1.077217345015942240e-01 4.614894888368291259e+08 6.924784615634558271e-01 2.608269635257889618e+01
1.182244706322704147e-01 6.100619448779586554e+08 6.935191154293569582e-01 2.462794438422675469e+01
1.297512105699868135e-01 8.064659880473872423e+08 6.946819989741710444e-01 2.336806462368573278e+01
1.424017934217901016e-01 1.066100574438153863e+09 6.959799081143167587e-01 2.231200935205599123e+01
1.562857924844118507e-01 1.409322217753067017e+09 6.974252836097225572e-01 2.126189360253323812e+01
1.715234643157458883e-01 1.863041031095178366e+09 6.990325581216663142e-01 2.007678677290127922e+01
1.882467903396234099e-01 2.462830600285296440e+09 7.008178226650367826e-01 1.892317902798524898e+01
2.066006200057668718e-01 3.255717112218425274e+09 7.027986491429193405e-01 1.796952033530801884e+01
2.267439254064291532e-01 4.303866418406529427e+09 7.049946317473391177e-01 1.700847145814513084e+01
2.488511782166056285e-01 5.689458115992705345e+09 7.074277064172274088e-01 1.598022450870192479e+01
2.731138608842170745e-01 7.521128796004757881e+09 7.101221034704259250e-01 1.511754441214410960e+01
2.997421251594704072e-01 9.942489638351442337e+09 7.131049539380218683e-01 1.421939753539279572e+01
3.289666123287840471e-01 1.314338617113392067e+10 7.164065583346327371e-01 1.337403334532504218e+01
3.610404509192731703e-01 1.737478300980128479e+10 7.200607866049208994e-01 1.256957203652586763e+01
3.962414491769588043e-01 2.296844060632479477e+10 7.241055750817632086e-01 1.179812003007354271e+01
4.348745013088916589e-01 3.036292675359873962e+10 7.285834819852878841e-01 1.104134157099705504e+01
4.772742283309168720e-01 4.013800226344219971e+10 7.335423258431978955e-01 1.035287636026418667e+01
5.238078763948325056e-01 5.306007680926692963e+10 7.390359399961923259e-01 9.672029165780697824e+00
5.748784976988677853e-01 7.014229887493795776e+10 7.451222016896204003e-01 9.018426932602629620e+00
6.309284415330104201e-01 9.272399113078308105e+10 7.518812943753239164e-01 8.402834205027399861e+00
6.924431856969366361e-01 1.225756593257812042e+11 7.593695024136426497e-01 7.819423987960046674e+00
7.599555414764666006e-01 1.620378078631036987e+11 7.676997252451374099e-01 7.265738215102893527e+00
8.340502686000296206e-01 2.142044458214694824e+11 7.769474329015950698e-01 6.742870519709753374e+00
9.153691401476840017e-01 2.831656711157622681e+11 7.872464224140487410e-01 6.245820666481421313e+00
1.004616501282523222e+00 3.743283524809244995e+11 7.987146552073194350e-01 5.768576026928543321e+00
1.102565369951522989e+00 4.948400521820304565e+11 8.114992537987650856e-01 5.322311653432131529e+00
1.210064132397190795e+00 6.541494268885025635e+11 8.257830066912845712e-01 4.900969692543129419e+00
1.328043891473342342e+00 8.647470446493804932e+11 8.417382634881100945e-01 4.504225946263382241e+00
1.457526531412588255e+00 1.143144701336408691e+12 8.596065409185925654e-01 4.131206680338348924e+00
1.599633568898691127e+00 1.511170019347506592e+12 8.796413484841132391e-01 3.781242495556124794e+00
1.755595867107565988e+00 1.997677830903677002e+12 9.021296263741011012e-01 3.452904768942888669e+00
1.926764296855264291e+00 2.640812526049929199e+12 9.274243236706141147e-01 3.145738700790509768e+00
