       3.382386818136e-01       7.697751018761e+02 
       3.497669545618e-01       7.151478633123e+02 
       3.617487581792e-01       6.653169460926e+02 
       3.742165510279e-01       6.226734908641e+02 
       3.872076937564e-01       5.838706388118e+02 
       4.007654820302e-01       5.449645871161e+02 
       4.149404590324e-01       5.058379090545e+02 
       4.297921034859e-01       4.693372151811e+02 
       4.453910282534e-01       4.364316877183e+02 
       4.618218828888e-01       4.054697502652e+02 
       4.791872414637e-01       3.748931117333e+02 
       4.976128919092e-01       3.456774070027e+02 
       5.172551537302e-01       3.187205070895e+02 
       5.383111853794e-01       2.928088109628e+02 
       5.610337819457e-01       2.677338593107e+02 
       5.857530440145e-01       2.440147033894e+02 
       6.129087396722e-01       2.211484808397e+02 
       6.430995042440e-01       1.990557051015e+02 
       6.771585394384e-01       1.777295577669e+02 
       7.162697895067e-01       1.569600033957e+02 
       7.621395616556e-01       1.366954836568e+02 
       8.172177737119e-01       1.168875163020e+02 
       8.848614833830e-01       9.764473293882e+01 
       9.690531583767e-01       7.936052615625e+01 
       1.073063200792e+00       6.275665185729e+01 
       1.197688990504e+00       4.860901330123e+01 
       1.341850295143e+00       3.722694881882e+01 
       1.505141239769e+00       2.836078761404e+01 
       1.688727127517e+00       2.154149554474e+01 
       1.894775476326e+00       1.632343882420e+01 
       2.125972504601e+00       1.234260848800e+01 
       2.385380358132e+00       9.313464456502e+00 
       2.676440781635e+00       7.014070628728e+00 
       3.003015948829e+00       5.272537635597e+00 
       3.369439313149e+00       3.956434007046e+00 
       3.780573090003e+00       2.963811216807e+00 
       4.241872774821e+00       2.216669387366e+00 
       4.759459534150e+00       1.655323717213e+00 
       5.340201429820e+00       1.234311885910e+00 
       5.991804553948e+00       9.190893348712e-01 
       6.722915284100e+00       6.834445434415e-01 
       7.543235015469e+00       5.075634096883e-01 
       8.463648892493e+00       3.764782163016e-01 
       9.496370248110e+00       2.789152995605e-01 
       1.065510266726e+01       2.063992981855e-01 
       1.195522182515e+01       1.525690420016e-01 
       1.341397951309e+01       1.126580308215e-01 
       1.505073255932e+01       8.310206335538e-02 
       1.688719968232e+01       6.123904838909e-02 
       1.894774968504e+01       4.508407712467e-02 
       2.125972481411e+01       3.315951432989e-02 
       2.385380357482e+01       2.436629105915e-02 
       2.676440781624e+01       1.788846357967e-02 
       3.003015948828e+01       1.312082197234e-02 
       3.369439313149e+01       9.615104917210e-03 
       3.780573090003e+01       7.039559494725e-03 
       4.241872774821e+01       5.149054882573e-03 
       4.759459534150e+01       3.762560157908e-03 
       5.340201429820e+01       2.746584204820e-03 
       5.991804553948e+01       2.002724799471e-03 
       6.722915284100e+01       1.458603309373e-03 
       7.543235015469e+01       1.060904018941e-03 
       8.463648892493e+01       7.705049941350e-04 
       9.496370248110e+01       5.586532057639e-04 
       1.065510266726e+02       4.042717399731e-04 
       1.195522182515e+02       2.918964532427e-04 
       1.341397951309e+02       2.102046865642e-04 
       1.505073255932e+02       1.509069875246e-04 
       1.688719968232e+02       1.079421908119e-04 
       1.894774968504e+02       7.688096817479e-05 
       2.125972481411e+02       5.448402775569e-05 
       2.385380357482e+02       3.838944083862e-05 
       2.676440781624e+02       2.687247722827e-05 
       3.003015948828e+02       1.867430099790e-05 
       3.369439313149e+02       1.287666719217e-05 
       3.780573090003e+02       8.809084035732e-06 
       4.241872774821e+02       5.981789907450e-06 
       4.759459534150e+02       4.037127322653e-06 
       5.340201429820e+02       2.714303131419e-06 
